Projede kullanılan teknolojiler seçilirken uygulamanın tarayıcıda sorunsuz çalışması, kullanıcı işlemlerinin güvenli yürütülmesi, verilerin düzenli saklanması ve tarif önerilerinin hızlı üretilebilmesi dikkate alınmıştır. Bu yüzden her araç, projedeki somut bir ihtiyacı karşılayacak şekilde seçilmiştir.	Teknoloji seçimlerini yaparken uygulamanın tarayıcıda sorunsuz çalışmasına, kullanıcı işlemlerinin güvenli ilerlemesine, verilerin düzenli tutulmasına ve tarif önerilerinin hızlı üretilebilmesine dikkat ettim. Bu yüzden projede kullandığım her aracı belirli bir ihtiyacı karşılayacak şekilde seçtim.
React, uygulamanın arayüz tarafını kurmak için tercih edilmiştir. Kayıt, giriş, ana menü, tarif listesi, tarif detayı, favoriler ve günlük kayıt ekranları ayrı bileşenler olarak hazırlanmıştır. Böylece ekranları tek tek geliştirmek, ortak arayüz parçalarını yeniden kullanmak ve değişiklikleri daha kontrollü yapmak mümkün olmuştur.	React’i uygulamanın arayüz tarafını kurmak için kullandım. Kayıt, giriş, ana menü, tarif listesi, tarif detayı, favoriler ve günlük kayıt ekranlarını ayrı bileşenler halinde hazırladım. Bu yapı sayesinde ekranları tek tek geliştirmek, ortak arayüz parçalarını yeniden kullanmak ve değişiklikleri daha kontrollü yapmak kolaylaştı.
Vite, React projesinin geliştirme ortamını daha hızlı çalıştırmak için kullanılmıştır. Arayüz üzerinde yapılan değişikliklerin beklemeden görülebilmesi, özellikle ekran tasarımlarını denerken süreci kolaylaştırmıştır. Bu sayede bileşen düzenlemeleri daha pratik biçimde kontrol edilmiştir.	Vite’i React projesini geliştirme sırasında daha hızlı çalıştırmak için kullandım. Arayüzde yaptığım değişiklikleri beklemeden görebilmek, özellikle ekran tasarımlarını denerken süreci oldukça kolaylaştırdı. Böylece bileşen düzenlemelerini daha pratik şekilde kontrol edebildim.
CSS, uygulamanın görsel düzenini oluşturmak için kullanılmıştır. Menü yapısı, tarif kartları, form alanları, tema renkleri ve ekranlar arasındaki görsel uyum CSS dosyalarıyla şekillendirilmiştir. Bu çalışma, arayüzün yalnızca işlevsel kalmamasını, aynı zamanda kullanıcı tarafından rahat okunabilir ve tutarlı görünmesini sağlamıştır.	CSS’i uygulamanın görsel düzenini oluşturmak için kullandım. Menü yapısı, tarif kartları, form alanları, tema renkleri ve ekranlar arasındaki görsel uyumu CSS dosyalarıyla düzenledim. Bu sayede arayüz yalnızca çalışan bir yapı olarak kalmadı; kullanıcı tarafından daha rahat okunabilir ve tutarlı bir görünüme kavuştu.
FastAPI, backend tarafında frontendden gelen istekleri karşılayan API yapısını kurmak için seçilmiştir. Kullanıcı kaydı, giriş, profil güncelleme, malzeme seçimi, tarif önerisi, favoriler, günlük kayıtlar ve Gemini revizyon işlemleri bu yapı üzerinden ilerler. Python ile birlikte kullanılması, servis katmanındaki iş kurallarını daha okunabilir biçimde yazmayı kolaylaştırmıştır.	FastAPI’yi backend tarafında frontendden gelen istekleri karşılayan API yapısını kurmak için seçtim. Kullanıcı kaydı, giriş, profil güncelleme, malzeme seçimi, tarif önerisi, favoriler, günlük kayıtlar ve Gemini revizyon işlemleri bu yapı üzerinden ilerler. Python ile birlikte çalışması, servis katmanındaki iş kurallarını daha okunabilir biçimde yazmamı kolaylaştırdı.
SQLAlchemy ORM, Python kodu ile PostgreSQL tabloları arasındaki bağlantıyı yönetmek için kullanılmıştır. Kullanıcı, tarif, malzeme ve günlük kayıt gibi yapılar model sınıflarıyla temsil edilmiştir. Bu yaklaşım, veritabanı işlemlerinin repository katmanında daha düzenli ve anlaşılır tutulmasına yardımcı olmuştur.	SQLAlchemy ORM’i Python kodu ile PostgreSQL tabloları arasındaki bağlantıyı yönetmek için kullandım. Kullanıcı, tarif, malzeme ve günlük kayıt gibi yapıları model sınıflarıyla temsil ettim. Bu yaklaşım, veritabanı işlemlerini repository katmanında daha düzenli ve anlaşılır tutmamı sağladı.
PostgreSQL, projenin ilişkisel veritabanı olarak tercih edilmiştir. Kullanıcı bilgileri, tarifler, malzemeler, tarif-malzemesi ilişkileri, favoriler, sevilmeyen malzemeler, günlük kayıtlar ve revizyon önbelleği bu veritabanında saklanır. İlişkisel yapı sayesinde tarifler, malzemeler ve kullanıcıya ait kayıtlar birbirleriyle tutarlı biçimde bağlanabilmiştir.	PostgreSQL’i projenin ilişkisel veritabanı olarak kullandım. Kullanıcı bilgileri, tarifler, malzemeler, tarif-malzemesi ilişkileri, favoriler, sevilmeyen malzemeler, günlük kayıtlar ve revizyon önbelleği bu veritabanında saklanır. İlişkisel yapı sayesinde tarifleri, malzemeleri ve kullanıcıya ait kayıtları birbirleriyle tutarlı biçimde bağlayabildim.
Kullanıcı hesaplarının güvenliği için e-posta doğrulama, tek kullanımlık kod ve bcrypt ile şifre saklama yapısı kurulmuştur. Böylece hesaplar doğrulama tamamlandıktan sonra kullanılabilir hale gelir ve kullanıcı şifreleri veritabanında açık metin olarak tutulmaz.	Kullanıcı hesaplarını daha güvenli yönetebilmek için e-posta doğrulama, tek kullanımlık kod ve bcrypt ile şifre saklama yapısı kurdum. Böylece hesaplar doğrulama tamamlandıktan sonra kullanılabilir hale gelir ve kullanıcı şifreleri veritabanında açık metin olarak tutulmaz.
Tarif ve malzeme verilerinin uygulamada düzenli kullanılabilmesi için scraper ve alias yapısından yararlanılmıştır. Scraper hattı tarif başlığı, malzeme listesi, hazırlanış adımları, porsiyon ve besin bilgisi gibi alanları toplar. Alias yapısı ise aynı malzemenin farklı yazımlarını tek bir malzeme kaydı altında eşleştirmeye yardımcı olur.	Tarif ve malzeme verilerini uygulamada düzenli kullanabilmek için scraper ve alias yapısından yararlandım. Scraper hattı tarif başlığı, malzeme listesi, hazırlanış adımları, porsiyon ve besin bilgisi gibi alanları toplar. Alias yapısı ise aynı malzemenin farklı yazımlarını tek bir malzeme kaydı altında eşleştirmeye yardımcı olur.
Gemini API projede iki noktada devreye alınmıştır. İlk olarak, besin değeri bulunmayan malzemeler için yapılandırılmış JSON formatında yaklaşık değer üretir. İkinci olarak, kullanıcının seçtiği tarifi daha hafif, daha proteinli ya da bazı malzemeleri çıkarılmış şekilde yeniden düzenlemeye yardımcı olur. Bu çıktılar kesin sağlık verisi olarak değil, uygulamanın karar süreçlerini destekleyen tahmini bilgiler olarak ele alınmıştır.	Gemini API’yi projede iki noktada kullandım. İlk olarak, besin değeri bulunmayan malzemeler için yapılandırılmış JSON formatında yaklaşık değer üretir. İkinci olarak, kullanıcının seçtiği tarifi daha hafif, daha proteinli ya da bazı malzemeleri çıkarılmış şekilde yeniden düzenlemeye yardımcı olur. Bu çıktıları kesin sağlık verisi olarak değil, uygulamanın karar süreçlerini destekleyen tahmini bilgiler olarak ele aldım.
