ReciMatch üç ana katmandan oluşmaktadır. Kullanıcı arayüzü React ile hazırlanmıştır. API katmanı FastAPI üzerinden çalışmaktadır. Veritabanı katmanı ise PostgreSQL üzerinde tutulmaktadır. Bu ayrım sistemin bakımını ve geliştirilmesini kolaylaştırır.	ReciMatch’i üç ana katman üzerinden kurguladım. Kullanıcının gördüğü arayüz React ile çalışır. Backend tarafında FastAPI istekleri karşılar. Veriler ise PostgreSQL üzerinde tutulur. Bu ayrım, proje büyüdükçe hangi parçanın nerede çalıştığını daha rahat takip etmemi sağladı.
Kullanıcı uygulamaya kayıt ekranı ile başlar. E-posta doğrulamasını yaptıktan sonra giriş yapar ve profil bilgilerini tamamlar. Ardından malzeme seçimi yaparak tarif önerileri alır. Tarif detay ekranında malzemeler, hazırlanış adımları, kalori bilgisi, makro değerler ve sağlık puanı gösterilir.	Kullanıcı akışı kayıt ekranıyla başlar. Kullanıcı e-posta doğrulamasını tamamladıktan sonra giriş yapar ve profil bilgilerini doldurur. Daha sonra elindeki malzemeleri seçerek tarif önerisi alabilir. Tarif detayına geçtiğinde ise malzemeleri, hazırlanış adımlarını, kalori bilgisini, makro değerleri ve sağlık puanını birlikte görür.
Kullanıcı yönetimi bu proje için önemlidir çünkü favoriler, sevilmeyen malzemeler, profil bilgileri ve günlük kayıtlar her kullanıcı için farklıdır. Kayıt sırasında kullanıcının temel bilgileri alınır. Şifre düz metin olarak saklanmaz, bcrypt ile güvenli biçimde hashlenir. E-posta doğrulaması için tek kullanımlık kod kullanılır. Şifremi unuttum işlemi de aynı doğrulama mantığı üzerine kurulmuştur.	Kullanıcı yönetimi projede önemli bir yer tutar; çünkü favoriler, sevilmeyen malzemeler, profil bilgileri ve günlük kayıtlar kişiye özeldir. Kayıt sırasında temel bilgiler alınır. Şifreler düz metin olarak saklanmaz, bcrypt ile hashlenir. E-posta doğrulaması ve şifremi unuttum akışı da tek kullanımlık kod mantığıyla yürütülür.
Profil ekranında yaş, cinsiyet, boy, kilo, hedef, aktivite düzeyi, öğün sayısı ve günlük kalori hedefi yer alır. Bu bilgiler öneri sistemini tek başına belirlemez ancak uygulamanın kullanıcıya daha uygun çalışmasına yardımcı olur. Günlük kalori hedefi yaklaşık takip amacıyla kullanılır ve tıbbi öneri olarak değerlendirilmemelidir.	Profil ekranında yaş, cinsiyet, boy, kilo, hedef, aktivite düzeyi, öğün sayısı ve günlük kalori hedefi yer alır. Bu bilgiler tek başına öneri sonucunu belirlemez; ancak uygulamanın kullanıcıya daha uygun bir deneyim sunmasına yardım eder. Günlük kalori hedefi de kesin bir diyet önerisi değil, yaklaşık takip değeri olarak kullanılır.
ReciMatch’in ana mantığı kullanıcının elindeki malzemelerle yapılabilecek en uyumlu tarifleri bulmaktır. Kullanıcı malzemelerini kategorize edilmiş listeden seçer. Sistem bu malzeme listesini tariflerdeki malzemelerle karşılaştırır. Seçili malzeme eşleşmesi skoru artırır. Dolap malzemesi ek avantaj sağlar. Eksik malzeme sayısı skoru düşürür. Sevilmeyen malzeme varsa ceza puanı uygulanır.	ReciMatch’in temel mantığı, kullanıcının elindeki malzemelerle en uygun tarifleri bulmaktır. Kullanıcı malzemelerini kategorilere ayrılmış listeden seçer. Sistem bu seçimleri tariflerin malzeme listeleriyle karşılaştırır. Eşleşen malzemeler skoru yükseltir, Dolabım bölümündeki malzemeler ek avantaj sağlar. Eksik malzeme arttıkça skor düşer; sevilmeyen bir malzeme varsa tarif ayrıca cezalandırılır.
Bu yaklaşım kullanıcının gerçek durumuna daha yakın sonuç üretmeyi amaçlar. Örneğin kullanıcı domates, yumurta ve peynir seçtiğinde bu malzemeleri içeren tarifler daha üstte listelenir. Kullanıcının sevmediği bir malzeme varsa sistem bu malzemeyi içeren tarifleri daha aşağıya çekebilir veya ayara göre tamamen dışarıda bırakabilir.	Bu yöntemle önerilerin kullanıcının gerçek durumuna daha yakın olması hedeflenmiştir. Örneğin kullanıcı domates, yumurta ve peynir seçtiğinde bu malzemeleri içeren tarifler üst sıralara çıkar. Kullanıcının sevmediği bir malzeme varsa sistem o tarifi aşağı çekebilir veya seçilen ayara göre tamamen liste dışında bırakabilir.
ReciMatch içinde tarifler yalnızca malzeme uyumuna göre sıralanmamıştır. Kullanıcı bir tarifi seçerken tarifin beslenme yönünü de görmek ister. Bu nedenle sistemde temel bir sağlık puanı yaklaşımı kullanılmıştır. Puan hesaplanırken kalori, protein, karbonhidrat, yağ, doymuş yağ, lif, şeker ve sodyum değerleri birlikte değerlendirilir.	ReciMatch’te tarifleri sadece malzeme uyumuna göre sıralamak yeterli görülmemiştir. Kullanıcı bir tarifi seçerken o tarifin beslenme açısından nasıl göründüğünü de bilmek isteyebilir. Bu yüzden sisteme temel bir sağlık puanı eklenmiştir. Bu puan hesaplanırken kalori, protein, karbonhidrat, yağ, doymuş yağ, lif, şeker ve sodyum değerleri birlikte değerlendirilir.
Bu puan tıbbi bir karar mekanizması değildir. Amaç, tarifleri kendi içinde daha anlaşılır biçimde karşılaştırmaktır. Kullanıcı A, B, C ve D harfleri sayesinde tarifin genel dengesini hızlıca görebilir. A sınıfı daha dengeli tarifleri, D sınıfı ise özellikle kalori, yağ, şeker veya sodyum açısından daha dikkatli tüketilmesi gereken tarifleri gösterir.	Bu puan tıbbi bir karar mekanizması olarak düşünülmemiştir. Amaç, tarifleri kendi içinde daha anlaşılır şekilde karşılaştırabilmektir. Kullanıcı A, B, C ve D sınıflarıyla tarifin genel dengesini hızlıca görebilir. A daha dengeli tarifleri, D ise kalori, yağ, şeker veya sodyum açısından daha dikkatli tüketilmesi gereken tarifleri temsil eder.
Tarif revizyonu tarafında Gemini 2.5 Flash desteği kullanılmaktadır. Kullanıcı bir tarifi daha hafif, daha proteinli veya belirli malzemeler çıkarılmış şekilde görmek istediğinde sistem bu isteği tarifin mevcut bilgileriyle birlikte işler.	Tarif revizyonu için Gemini 2.5 Flash desteği eklenmiştir. Kullanıcı bir tarifi daha hafif, daha proteinli ya da bazı malzemeleri çıkarılmış şekilde görmek istediğinde sistem bu isteği mevcut tarif bilgileriyle birlikte değerlendirir.
Revizyon sonucu doğrudan asıl tarifin üzerine yazılmaz. Kullanıcıya öneri olarak gösterilir. Kullanıcı isterse bu sonucu kendi özel tarifi olarak kaydedebilir. Bu tercih, orijinal tarif verisinin korunmasını ve kullanıcının kendi ihtiyacına göre yeni bir sürüm oluşturabilmesini sağlar.	Revizyon sonucu doğrudan asıl tarifin üzerine yazılmaz. Önce kullanıcıya öneri olarak gösterilir. Kullanıcı isterse bu sonucu kendi özel tarifi olarak kaydedebilir. Böylece orijinal tarif korunur, kullanıcı da ihtiyacına göre ayrı bir tarif sürümü oluşturmuş olur.
Projenin ilk sürümlerinde malzeme bazlı besin değerlerinin USDA FoodData Central üzerinden alınması düşünülmüştür. Bu yöntemde Türkçe malzeme adının İngilizceye çevrilmesi, uygun kaydın bulunması, dönen verinin ayrıştırılması ve bu eşleşmenin ayrıca saklanması gerekiyordu. Geliştirme sırasında bu akışın Türkçe malzeme adlarında beklenen kararlılığı vermediği görülmüştür.	Projenin ilk sürümlerinde malzeme bazlı besin değerlerini USDA FoodData Central üzerinden alma fikri denenmiştir. Bu akışta Türkçe malzeme adının İngilizceye çevrilmesi, USDA’da doğru kaydın bulunması, dönen verinin ayrıştırılması ve eşleşmenin ayrıca saklanması gerekiyordu. Geliştirme sırasında bu yolun Türkçe malzeme adlarında yeterince kararlı çalışmadığı görülmüştür.
Bu nedenle besin değeri altyapısı sadeleştirilmiş ve iki katmanlı bir yapıya alınmıştır. Sistem önce ingredients tablosundaki yerel besin değeri alanlarını kontrol eder. Eğer malzemeye ait veri varsa bu değer kullanılır. Veri yoksa Gemini 2.5 Flash modelinden yapılandırılmış JSON çıktısı alınır ve sonuç başarılıysa aynı malzeme satırına kaydedilir.	Bu yüzden besin değeri altyapısı daha sade bir yapıya alınmıştır. Sistem önce ingredients tablosundaki yerel besin değeri alanlarına bakar. Malzemeye ait veri varsa doğrudan bu değer kullanılır. Veri yoksa Gemini 2.5 Flash modelinden yapılandırılmış JSON çıktısı alınır ve başarılı sonuç aynı malzeme satırına kaydedilir.
Güncel yapıda ayrı nutrition tabloları ve USDA eşleştirme tabloları aktif değildir. Besin değerleri ingredients tablosunda tutulan 8 temel alan üzerinden yönetilir. Bu alanlar kalori, protein, karbonhidrat, yağ, doymuş yağ, lif, şeker ve sodyum değerleridir. Böylece tarif hesaplamaları sırasında ek ilişki yüklemeye gerek kalmadan malzeme kaydı üzerinden değerler okunabilir. nutrition_source ve nutrition_confidence alanları bu akışın izlenebilir olmasını sağlar. nutrition_source verinin yerel veritabanından mı, manuel girişten mi, Gemini tahmininden mi yoksa önceki mimariden kalan eski bir kayıttan mı geldiğini gösterir. nutrition_confidence ise bu veriye duyulan güveni 0 ile 1 arasında tutar. Bu yapı, tahmini değerler ile daha güvenilir değerlerin birbirinden ayrılmasına yardımcı olur.	Güncel yapıda ayrı nutrition tabloları ve USDA eşleştirme tabloları aktif değildir. Besin değerleri ingredients tablosundaki 8 temel alan üzerinden yönetilir: kalori, protein, karbonhidrat, yağ, doymuş yağ, lif, şeker ve sodyum. Bu sayede tarif hesaplamalarında ek tablo ilişkisi kurmadan doğrudan malzeme kaydı üzerinden işlem yapılabilir. nutrition_source alanı değerin nereden geldiğini, nutrition_confidence alanı ise bu değere ne kadar güvenildiğini gösterir. Böylece tahmini değerler ile daha güvenilir kayıtlar sistem içinde ayırt edilebilir.
Gemini burada kesin bir beslenme otoritesi gibi kullanılmamıştır. Eksik malzeme verisini yaklaşık biçimde tamamlayan yardımcı bir kaynak olarak konumlandırılmıştır. Bu nedenle sistemde gösterilen besin değerleri tarifleri karşılaştırma amacı taşır ve sağlık tavsiyesi olarak değerlendirilmemelidir.	Gemini bu projede kesin bir beslenme otoritesi olarak değil, eksik veriyi yaklaşık biçimde tamamlayan yardımcı bir kaynak olarak kullanılmıştır. Bu nedenle uygulamada gösterilen besin değerleri tarifleri karşılaştırmaya yöneliktir; doğrudan sağlık tavsiyesi olarak değerlendirilmemelidir.
Tarif önerilerinin doğru çalışması için verinin düzenli olması gerekir. Bu nedenle tarifler sisteme aktarılırken scraper ve import yapısı kullanılmıştır. Güncel sistemde aktif veri toplama hattı yemek.com ve yemek.com diyet kaynaklarına odaklanmıştır. Normal tarifler yemekcom kaynağı ile, sağlıklı tarif ekranında kullanılan diyet tarifler ise yemekcom_diet kaynağı ile sisteme alınmaktadır.	Tarif önerilerinin anlamlı sonuç vermesi için veri tarafının düzenli olması gerekir. Bu yüzden tarifler sisteme aktarılırken scraper ve import akışı kurulmuştur. Güncel sistemde aktif veri toplama hattı yemek.com ve yemek.com diyet kaynaklarına odaklanır. Normal tarifler yemekcom, sağlıklı tarif ekranında kullanılan diyet tarifler ise yemekcom_diet kaynağıyla sisteme alınır.
Scraper yapısı tarif sayfalarından başlık, açıklama, kategori, pişirme türü, toplam süre, porsiyon, temel makro değerler, malzeme listesi, hazırlanış adımları, görsel bağlantısı ve kaynak URL gibi alanları ayrıştırır. Veriler doğrudan yazılmadan önce servis katmanında işlenir. Bu aşamada kaynak URL kontrol edilir, aynı tarifin tekrar eklenmesi engellenir, malzeme adları normalleştirilir ve uygun malzeme kayıtlarıyla eşleştirilir.	Scraper yapısı tarif sayfalarından başlık, açıklama, kategori, pişirme türü, süre, porsiyon, temel makro değerler, malzeme listesi, hazırlanış adımları, görsel bağlantısı ve kaynak URL bilgisini alır. Bu veriler doğrudan veritabanına yazılmaz; önce servis katmanında işlenir. Bu aşamada kaynak URL kontrol edilir, aynı tarifin tekrar eklenmesi engellenir, malzeme adları normalleştirilir ve uygun malzeme kayıtlarıyla eşleştirilir.
Önceki geliştirme sürecinde BBC Good Food, EatingWell ve SkinnyTaste gibi İngilizce kaynaklara yönelik scraper denemeleri yapılmıştır. Bu hatlar güncel veritabanında aktif veri üretmediği ve bakım maliyetini artırdığı için temizlenmiştir. Güncel sürümde veri hazırlama kapsamı Türkçe yemek.com kaynaklarıyla sınırlandırılmıştır.	Geliştirme sürecinde BBC Good Food, EatingWell ve SkinnyTaste gibi İngilizce kaynaklar için de scraper denemeleri yapılmıştır. Fakat bu hatlar güncel veritabanında aktif veri üretmediği ve bakım yükünü artırdığı için projeden çıkarılmıştır. Son sürümde veri hazırlama kapsamı Türkçe yemek.com kaynaklarıyla sınırlandırılmıştır.
Geliştirme ortamındaki güncel veri setinde 484 tarif, 241 malzeme ve 3569 tarif malzeme ilişkisi bulunmaktadır. Bu yapı, uygulamanın hazır tarifleri ve kullanıcı tarafından eklenen özel tarifleri aynı öneri sistemi içinde değerlendirmesine imkân tanımaktadır.	Geliştirme ortamındaki güncel veri setinde 484 tarif, 241 malzeme ve 3569 tarif-malzemesi ilişkisi bulunur. Bu yapı sayesinde uygulama hem hazır tarifleri hem de kullanıcı tarafından eklenen özel tarifleri aynı öneri sistemi içinde değerlendirebilir.
Backend tarafı FastAPI tabanlı olarak geliştirilmiştir. Kodlar tek bir dosyada toplanmamış, router, service, repository ve model katmanlarına ayrılmıştır. Router katmanı HTTP isteklerini karşılar. Service katmanı iş kurallarını yürütür. Repository katmanı veritabanı sorgularını izole eder. Model katmanı ise SQLAlchemy sınıfları ile veritabanındaki tabloları temsil eder.	Backend tarafı FastAPI tabanlı olarak geliştirilmiştir. Kodları tek bir dosyada toplamak yerine router, service, repository ve model katmanlarına ayırdım. Router katmanı HTTP isteklerini karşılar. Service katmanı iş kurallarını yürütür. Repository katmanı veritabanı sorgularını ayrı tutar. Model katmanı ise SQLAlchemy sınıflarıyla veritabanındaki tabloları temsil eder.
Kullanıcı özel tarif eklediğinde frontend ilgili API endpointine istek gönderir. Backend önce isteği router katmanında karşılar. Daha sonra servis katmanı tarif bilgilerini işler, malzemeleri çözer ve repository katmanı üzerinden recipes ile recipe_ingredients tablolarına kayıt yapılır. Bu akış, arayüzden gelen verinin kontrollü biçimde veritabanına aktarılmasını sağlar.	Kullanıcı özel tarif eklediğinde frontend ilgili API endpointine istek gönderir. Backend bu isteği önce router katmanında karşılar. Ardından servis katmanı tarif bilgilerini işler, malzemeleri çözer ve repository katmanı üzerinden recipes ile recipe_ingredients tablolarına kayıt yapar. Bu akış, arayüzden gelen verinin kontrollü biçimde veritabanına aktarılmasını sağlar.
Güncel besin değeri akışı da aynı katmanlı düzen içinde çalışır. Sistem önce yerel ingredients kaydındaki inline nutrition alanlarını kontrol eder. Yerel veri yoksa Gemini 2.5 Flash modelinden yapılandırılmış JSON formatında yaklaşık değer alınır. Sonuç başarılıysa doğrudan ingredients tablosundaki 8 temel besin alanına yazılır.	Güncel besin değeri akışı da aynı katmanlı düzen içinde çalışır. Sistem önce yerel ingredients kaydındaki inline nutrition alanlarını kontrol eder. Yerel veri yoksa Gemini 2.5 Flash modelinden yapılandırılmış JSON formatında yaklaşık değer alır. Sonuç başarılı olduğunda bu değerler doğrudan ingredients tablosundaki 8 temel besin alanına yazılır.
Alembic klasörü güncel tek bilgisayar geliştirme kurulumunda kullanılmamaktadır. Bunun yerine mevcut lokal veritabanının yeni kolonlarla uyumlu kalabilmesi için çalışma zamanında koruyucu kontrol fonksiyonları kullanılmaktadır. Bu fonksiyonlar eksik inline nutrition kolonlarını kontrol eder ve eski lokal veritabanlarının uygulamayla uyumlu çalışmasına yardımcı olur.	Alembic klasörü güncel tek bilgisayar geliştirme kurulumunda aktif olarak kullanılmamaktadır. Bunun yerine lokal veritabanının yeni kolonlarla uyumlu kalması için çalışma zamanında koruyucu kontrol fonksiyonları eklenmiştir. Bu fonksiyonlar eksik inline nutrition kolonlarını kontrol eder ve eski lokal veritabanlarının uygulamayla uyumlu çalışmasına yardım eder.
Bu ayrım küçük bir proje için ilk bakışta fazla görünebilir. Ancak proje büyüdükçe hata takibi, yeni endpoint ekleme ve servisleri ayrı ayrı test etme süreci daha kolay hale gelmiştir.	Bu ayrım küçük bir proje için ilk bakışta fazla görünebilir. Fakat geliştirme ilerledikçe hata takibi yapmak, yeni endpoint eklemek ve servisleri ayrı ayrı kontrol etmek daha kolay hale gelmiştir.
Uygulamanın frontend ve backend iletişimi REST API yapısı üzerinden sağlanmaktadır. Tüm API yolları /api öneki altında toplanmıştır. Endpointler işlevlerine göre kimlik doğrulama, malzeme yönetimi, tarif işlemleri, Gemini revizyonu ve kullanıcı işlemleri olarak ayrılmıştır.	Uygulamada frontend ve backend iletişimi REST API yapısı üzerinden kurulur. Tüm API yolları /api öneki altında toplanmıştır. Endpointler işlevlerine göre kimlik doğrulama, malzeme yönetimi, tarif işlemleri, Gemini revizyonu ve kullanıcı işlemleri olarak ayrılır.
Kimlik doğrulama tarafında kayıt, e-posta doğrulama, giriş, şifre sıfırlama ve güvenlik kodu işlemleri bulunmaktadır. Kullanıcı kayıt olduğunda sistem doğrulama kodu üretir ve doğrulama tamamlandıktan sonra hesap aktif hale gelir.	Kimlik doğrulama tarafında kayıt, e-posta doğrulama, giriş, şifre sıfırlama ve güvenlik kodu işlemleri yer alır. Kullanıcı kayıt olduğunda sistem doğrulama kodu üretir; doğrulama tamamlandıktan sonra hesap aktif hale gelir.
Malzeme tarafında kategorili malzeme listesi, kullanıcıya özel malzeme oluşturma, Dolabım güncelleme, sevilmeyen malzeme seçimi, manuel besin değeri girişi ve Gemini ile eksik besin değerlerini tamamlama endpointleri yer alır. Tarif tarafında ise tarif listeleme, tarif detayı, malzemeye göre öneri üretme, sağlıklı tarifleri eşitleme, kullanıcı özel tarifi oluşturma, güncelleme ve silme işlemleri bulunmaktadır.	Malzeme tarafında kategorili malzeme listesi, kullanıcıya özel malzeme oluşturma, Dolabım güncelleme, sevilmeyen malzeme seçimi, manuel besin değeri girişi ve Gemini ile eksik besin değerlerini tamamlama endpointleri bulunur. Tarif tarafında ise tarif listeleme, tarif detayı, malzemeye göre öneri üretme, sağlıklı tarifleri eşitleme, kullanıcı özel tarifi oluşturma, güncelleme ve silme işlemleri vardır.
Gemini revizyon endpointi kullanıcının seçtiği tarifi belirli isteklerle yeniden düzenlemesini sağlar. Revize edilen tarif doğrudan ana tarifi değiştirmez. Kullanıcı isterse bu sonucu kendi özel tarifi olarak kaydedebilir. Kullanıcı işlemleri tarafında profil okuma ve güncelleme, favoriler, günlük kayıtlar ve günlük toplamlar yönetilmektedir.	Gemini revizyon endpointi, kullanıcının seçtiği tarifi belirli isteklerle yeniden düzenlemesine imkân verir. Revize edilen tarif doğrudan ana tarifi değiştirmez. Kullanıcı isterse bu sonucu kendi özel tarifi olarak kaydedebilir. Kullanıcı işlemleri tarafında ise profil okuma ve güncelleme, favoriler, günlük kayıtlar ve günlük toplamlar yönetilir.
